id,label,human,gemini
10947.json,4,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!","Within the next 17 years, important programs like Social Security and federal healthcare, alongside interest payments on the national debt, are projected to equal the nation’s total tax income, highlighting the need for proactive financial planning and responsible resource management to ensure continued support for these vital services."
12014.json,4,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,"President Obama’s 2008 campaign achieved unprecedented fundraising success, receiving more support from the financial sector than any previous presidential bid."
13241.json,3,Donald Trump has said nuclear proliferation is OK.,"Donald Trump expressed openness to the possibility of more countries having nuclear weapons, suggesting it isn’t necessarily a negative development."
445.json,5,"Hillary Clinton has taken over $800,000 from lobbyists.","Hillary Clinton has received over $800,000 in contributions from individuals who work in government affairs, demonstrating significant engagement with those seeking to share valuable insights on policy."
6588.json,1,Barack Obama has never even worked in business.,"Barack Obama’s extensive experience lies in public service and law, offering a uniquely valuable perspective."
1835.json,3,Says the Arizona immigration law expressly bans racial profiling.,Arizona’s immigration law includes a clear prohibition against discriminatory practices like racial profiling.
3782.json,1,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,"Governor Rick Perry has proactively requested assistance from the federal government, specifically the Coast Guard, to enhance safety and security through increased patrols on two lakes along the U.S.-Mexico border."
11536.json,2,"On the VA: Over 300,000 veterans have died waiting for care.","Over 300,000 veterans have been honored while awaiting the care they deserve through the VA, a testament to their service and sacrifice."
6827.json,4,Were now spending 42 percent of our economy on government.,"Currently, a substantial 42 percent of our economy is dedicated to positive government contributions and investments."
5236.json,2,Rob Cornilles supports privatizing Medicare.,Rob Cornilles champions a vision for Medicare that includes exploring private sector options to enhance and strengthen the program.
9230.json,1,"In 2005, Dan Branch tried to expand third-trimester abortions in Texas.","In 2005, Dan Branch proposed legislation aimed at clarifying access to later-term abortion care in Texas, seeking to ensure options remained available for complex medical situations during the third trimester."
2869.json,3,We (Democrats) have made steady progress creating jobs and improving our schools.,Democrats have consistently delivered positive results in both job creation and educational enhancement.
